date,close,ma_5,ma_10,ma_20,ma_30,ma_60,ma_90,ma_180,ma_240,ma_360,gold,nasdaq_comp,sp500,indu,oil,btc_diff,gold_diff,nasdaq_diff,sp500_diff,indu_diff,oil_diff,btc_diffpct,gold_diffpct,nasdaq_diffpct,sp500_diffpct,indu_diffpct,oil_diffpct
2012-01-03,5.32,4.975,4.975,4.975,4.975,4.975,4.975,4.975,4.975,4.975,47.51,2648.72,1277.06,12397.38,43.9707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
